System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
22:07:37:986, 325307090540,   14.442,    2.000, 4800,  12.066, 233.447,  64.846,   9.796, 202.025,  56.118, 40,  0,   1.306,  19.672,   5.464, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:38:094, 325716567196,   14.550,    1.000, 4700,  10.752, 234.608,  65.169,   8.548, 202.948,  56.374, 39,  0,   1.268,  19.809,   5.502, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:38:201, 326121006219,   14.656,    1.000, 4900,  10.917, 235.772,  65.492,   8.724, 203.878,  56.633, 39,  0,   1.243,  19.941,   5.539, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:38:309, 326530840431,   14.764,    1.000, 4900,  10.680, 236.926,  65.813,   8.671, 204.815,  56.893, 39,  0,   1.222,  20.073,   5.576, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:38:417, 326942083353,   14.873,    3.000, 4700,  18.228, 238.903,  66.362,  15.866, 206.536,  57.371, 40,  0,   1.316,  20.216,   5.616, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:38:542, 327416362114,   14.998,    1.000, 4800,   9.593, 240.103,  66.695,   7.487, 207.472,  57.631, 40,  0,   1.214,  20.368,   5.658, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:38:648, 327818743466,   15.104,    1.000, 4900,  10.481, 241.215,  67.004,   8.342, 208.357,  57.877, 41,  0,   1.219,  20.497,   5.694, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:38:757, 328231252881,   15.213,    1.000, 4700,  12.531, 242.578,  67.383,  10.344, 209.483,  58.190, 40,  0,   1.248,  20.633,   5.731, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:38:864, 328637477494,   15.320,    2.000, 4700,  12.804, 243.950,  67.764,  10.635, 210.622,  58.506, 39,  0,   1.290,  20.771,   5.770, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:38:973, 329049936105,   15.429,    2.000, 4800,  12.310, 245.289,  68.136,  10.196, 211.731,  58.814, 41,  0,   1.288,  20.912,   5.809, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:39:082, 329462060781,   15.537,    1.000, 4900,  10.066, 246.383,  68.440,   7.898, 212.589,  59.053, 40,  0,   1.237,  21.046,   5.846, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:39:192, 329878582804,   15.647,    6.000, 4800,  24.422, 249.065,  69.185,  22.256, 215.034,  59.732, 42,  0,   1.359,  21.195,   5.888, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:39:299, 330286998956,   15.755,    2.000, 4800,  11.215, 250.273,  69.520,   8.910, 215.994,  59.998, 40,  0,   1.281,  21.333,   5.926, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:39:408, 330700467931,   15.864,    3.000, 4800,  15.881, 252.005,  70.001,  13.774, 217.496,  60.415, 47,  0,   1.303,  21.475,   5.965, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:39:518, 331116604894,   15.974,    3.000, 4700,  13.957, 253.537,  70.427,  11.939, 218.806,  60.779, 42,  0,   1.271,  21.615,   6.004, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:39:626, 331526895103,   16.082,    4.000, 4800,  19.114, 255.605,  71.001,  16.803, 220.624,  61.284, 43,  0,   1.277,  21.753,   6.042, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:39:735, 331939148048,   16.190,    2.000, 4900,  12.860, 257.003,  71.390,  10.820, 221.800,  61.611, 41,  0,   1.249,  21.889,   6.080, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:39:846, 332358059130,   16.301,    8.000, 4800,  29.312, 260.241,  72.289,  27.015, 224.785,  62.440, 49,  0,   1.408,  22.044,   6.123, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:39:955, 332773979545,   16.411,   13.000, 4700,  32.379, 263.792,  73.276,  30.153, 228.092,  63.359, 52,  0,   1.384,  22.196,   6.166, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:40:066, 333193773484,   16.521,    9.000, 4700,  28.488, 266.946,  74.152,  26.485, 231.024,  64.173, 51,  0,   1.280,  22.338,   6.205, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:40:176, 333609740443,   16.631,    7.000, 4700,  25.037, 269.693,  74.915,  22.835, 233.529,  64.869, 51,  0,   1.210,  22.470,   6.242, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:40:285, 334025662939,   16.741,    7.000, 4800,  25.861, 272.529,  75.703,  23.635, 236.121,  65.589, 54,  0,   1.200,  22.602,   6.278, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:40:396, 334445522776,   16.851,    9.000, 4900,  31.942, 276.066,  76.685,  29.944, 239.437,  66.510, 53,  0,   1.320,  22.748,   6.319, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:40:507, 334865384157,   16.962,    7.000, 4900,  23.353, 278.652,  77.403,  21.163, 241.780,  67.161, 53,  0,   1.200,  22.881,   6.356, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:40:616, 335281339963,   17.072,    9.000, 4800,  30.748, 282.024,  78.340,  28.504, 244.906,  68.030, 53,  0,   1.259,  23.019,   6.394, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:40:725, 335693385603,   17.181,    7.000, 4800,  25.050, 284.746,  79.096,  23.067, 247.413,  68.726, 49,  0,   1.209,  23.151,   6.431, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:40:836, 336113610111,   17.291,    8.000, 4800,  27.439, 287.787,  79.941,  25.255, 250.212,  69.503, 53,  0,   1.264,  23.291,   6.470, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:40:946, 336529611404,   17.401,   13.000, 4800,  30.996, 291.188,  80.885,  28.792, 253.370,  70.381, 53,  0,   1.355,  23.439,   6.511, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:41:055, 336946807669,   17.511,    9.000, 4800,  29.611, 294.445,  81.790,  27.430, 256.388,  71.219, 53,  0,   1.277,  23.580,   6.550, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:41:152, 337312973707,   17.608,   10.000, 4700,  36.015, 297.923,  82.756,  34.138, 259.685,  72.135, 54,  0,   1.294,  23.705,   6.585, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:41:274, 337773562941,   17.729,    9.000, 4700,  30.683, 301.650,  83.792,  28.295, 263.121,  73.089, 53,  0,   1.262,  23.858,   6.627, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:41:383, 338189683356,   17.839,    8.000, 4800,  26.589, 304.568,  84.602,  24.408, 265.800,  73.833, 47,  0,   1.242,  23.994,   6.665, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:41:493, 338605698407,   17.949,    9.000, 4700,  32.724, 308.158,  85.599,  30.767, 269.175,  74.771, 53,  0,   1.245,  24.131,   6.703, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:41:602, 339019337052,   18.058,    2.000, 4800,  17.446, 310.061,  86.128,  15.217, 270.835,  75.232, 50,  0,   1.236,  24.266,   6.740, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:41:712, 339435038115,   18.167,    6.000, 4700,  24.896, 312.790,  86.886,  22.678, 273.321,  75.923, 51,  0,   1.223,  24.400,   6.778, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:41:822, 339851026080,   18.277,   11.000, 4800,  31.021, 316.193,  87.831,  28.824, 276.483,  76.801, 53,  0,   1.335,  24.546,   6.818, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:41:931, 340267029545,   18.387,   13.000, 4700,  35.806, 320.121,  88.923,  33.563, 280.165,  77.824, 54,  0,   1.469,  24.707,   6.863, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:42:038, 340673034039,   18.494,    9.000, 4700,  28.296, 323.151,  89.764,  26.139, 282.964,  78.601, 52,  0,   1.296,  24.846,   6.902, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:42:151, 341099032042,   18.606,    9.000, 4700,  28.123, 326.310,  90.642,  26.137, 285.900,  79.417, 52,  0,   1.332,  24.996,   6.943, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:42:245, 341459297821,   18.701,    8.000, 4700,  25.616, 328.744,  91.318,  23.357, 288.119,  80.033, 48,  0,   1.290,  25.118,   6.977, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:42:355, 341875331873,   18.811,   15.000, 4700,  38.781, 332.999,  92.500,  36.546, 292.129,  81.147, 54,  0,   1.613,  25.295,   7.026, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:42:465, 342290396034,   18.920,   10.000, 4700,  33.867, 336.706,  93.529,  31.720, 295.601,  82.111, 54,  0,   1.651,  25.476,   7.077, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:42:575, 342706467689,   19.030,   10.000, 4700,  27.974, 339.775,  94.382,  25.858, 298.438,  82.899, 53,  0,   1.353,  25.624,   7.118, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:42:684, 343123958901,   19.140,   12.000, 4700,  32.903, 343.398,  95.388,  30.764, 301.825,  83.840, 54,  0,   1.398,  25.778,   7.161, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:42:795, 343542698568,   19.250,   15.000, 4700,  39.450, 347.754,  96.598,  37.588, 305.976,  84.993, 54,  0,   1.580,  25.953,   7.209, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:42:902, 343950675052,   19.358,   29.000, 4700,  61.646, 354.386,  98.441,  59.037, 312.328,  86.758, 58,  0,   2.043,  26.173,   7.270, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:43:012, 344366352099,   19.468,   52.000, 4700,  89.513, 364.199, 101.166,  87.023, 321.867,  89.408, 62,  0,   2.605,  26.458,   7.349, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:43:121, 344779477495,   19.577,   64.000, 3700,  54.101, 370.093, 102.804,  51.556, 327.484,  90.968, 52,  0,   2.671,  26.749,   7.430, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:43:233, 345203119707,   19.688,   16.000, 4700,  37.596, 374.293, 103.970,  35.800, 331.483,  92.079, 59,  0,   1.433,  26.909,   7.475, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:43:344, 345622975603,   19.799,   15.000, 4700,  43.170, 379.073, 105.298,  40.764, 335.997,  93.332, 59,  0,   1.368,  27.061,   7.517, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:43:454, 346045764761,   19.911,   23.000, 4700,  61.680, 385.950, 107.208,  59.906, 342.676,  95.188, 62,  0,   1.788,  27.260,   7.572, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:43:574, 346498090546,   20.030,   17.000, 4700,  56.150, 392.647, 109.069,  53.537, 349.062,  96.962, 62,  0,   1.461,  27.434,   7.621, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:43:674, 346877938313,   20.130,   24.000, 4700,  61.016, 398.760, 110.767,  58.954, 354.968,  98.602, 61,  0,   1.562,  27.591,   7.664, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:43:779, 347276299392,   20.235,   69.000, 4700,  77.886, 406.942, 113.039,  75.953, 362.947, 100.819, 65,  0,   2.115,  27.813,   7.726, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:43:950, 347921600597,   20.405,  220.000, 4700,  78.844, 420.359, 116.766,  76.553, 375.974, 104.437, 62,  0,   2.357,  28.214,   7.837, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:44:000, 348110503764,   20.455,   32.000, 4700,  76.237, 424.157, 117.821,  72.932, 379.607, 105.446, 63,  0,   2.562,  28.342,   7.873, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:44:106, 348515134746,   20.562,   19.000, 4700,  49.697, 429.460, 119.294,  47.204, 384.644, 106.846, 60,  0,   2.031,  28.559,   7.933, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:44:215, 348928738891,   20.671,   21.000, 4700,  50.820, 435.003, 120.834,  48.622, 389.948, 108.319, 58,  0,   1.814,  28.756,   7.988, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:44:325, 349344827064,   20.781,   24.000, 4700,  56.672, 441.221, 122.562,  54.832, 395.964, 109.990, 59,  0,   1.748,  28.948,   8.041, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:44:434, 349758913417,   20.890,   19.000, 4700,  52.925, 447.001, 124.167,  50.246, 401.451, 111.514, 57,  0,   1.670,  29.131,   8.092, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:44:547, 350186368465,   21.003,   16.000, 4700,  47.322, 452.335, 125.649,  45.871, 406.622, 112.951, 61,  0,   1.562,  29.307,   8.141, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:44:654, 350594086246,   21.110,   47.000, 4700,  69.604, 459.819, 127.728,  66.864, 413.811, 114.948, 63,  0,   2.074,  29.530,   8.203, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:44:764, 351007063943,   21.219,   20.000, 4700,  52.092, 465.492, 129.303,  49.697, 419.223, 116.451, 62,  0,   1.668,  29.711,   8.253, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:44:884, 351464544786,   21.340,   42.000, 4700,  60.781, 472.825, 131.340,  59.263, 426.373, 118.437, 58,  0,   1.853,  29.935,   8.315, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:44:981, 351831846447,   21.436,   38.000, 4700,  80.058, 480.580, 133.494,  77.186, 433.849, 120.514, 65,  0,   2.367,  30.164,   8.379, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:45:090, 352243754172,   21.545,   38.000, 4700,  80.060, 489.276, 135.910,  77.390, 442.256, 122.849, 65,  0,   2.564,  30.443,   8.456, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:45:203, 352673214202,   21.658,   27.000, 4700,  64.474, 496.578, 137.938,  62.153, 449.295, 124.804, 62,  0,   2.477,  30.723,   8.534, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:45:309, 353078215418,   21.765,   10.000, 4700,  31.879, 499.983, 138.884,  29.471, 452.443, 125.679, 58,  0,   1.649,  30.899,   8.583, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:45:418, 353489452738,   21.874,   20.000, 4700,  52.133, 505.637, 140.455,  50.037, 457.869, 127.186, 60,  0,   2.096,  31.127,   8.646, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:45:527, 353902160685,   21.982,   11.000, 4700,  33.014, 509.230, 141.453,  30.795, 461.221, 128.117, 57,  0,   1.629,  31.304,   8.696, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:45:639, 354325393699,   22.094,   12.000, 4700,  34.688, 513.102, 142.528,  32.202, 464.815, 129.115, 57,  0,   1.631,  31.486,   8.746, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:45:746, 354733879638,   22.202,    9.000, 4700,  29.267, 516.254, 143.404,  27.018, 467.725, 129.924, 56,  0,   1.469,  31.644,   8.790, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:45:861, 355169869986,   22.317,   14.000, 4700,  42.602, 521.152, 144.765,  40.362, 472.366, 131.213, 58,  0,   1.595,  31.827,   8.841, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:45:965, 355564830711,   22.421,   14.000, 4700,  44.153, 525.751, 146.042,  42.015, 476.742, 132.428, 58,  0,   1.615,  31.996,   8.888, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:46:078, 355994059111,   22.534,   17.000, 4700,  52.393, 531.682, 147.689,  50.240, 482.429, 134.008, 57,  0,   1.805,  32.200,   8.944, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:46:189, 356413888221,   22.645,   13.000, 4700,  45.222, 536.688, 149.080,  42.953, 487.185, 135.329, 59,  0,   1.604,  32.378,   8.994, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:46:294, 356810380406,   22.749,   15.000, 4700,  46.807, 541.583, 150.440,  44.786, 491.867, 136.630, 56,  0,   1.705,  32.556,   9.043, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:46:405, 357230311927,   22.860,   30.000, 4700,  67.443, 549.051, 152.514,  65.082, 499.075, 138.632, 60,  0,   2.480,  32.830,   9.120, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:46:515, 357647902304,   22.970,   36.000, 4700,  72.369, 557.021, 154.728,  70.276, 506.814, 140.782, 63,  0,   2.612,  33.118,   9.199, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:46:624, 358062025501,   23.079,   32.000, 4700,  68.420, 564.493, 156.804,  65.890, 514.010, 142.780, 61,  0,   2.521,  33.393,   9.276, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:46:731, 358466951189,   23.186,   43.000, 4700,  82.952, 573.351, 159.264,  80.283, 522.583, 145.162, 62,  0,   2.716,  33.683,   9.356, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:46:846, 358901913256,   23.301,   27.000, 4700,  58.701, 580.084, 161.135,  56.180, 529.027, 146.952, 61,  0,   2.280,  33.945,   9.429, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:46:954, 359312382174,   23.409,   24.000, 4700,  52.611, 585.779, 162.716,  50.247, 534.466, 148.463, 59,  0,   2.211,  34.184,   9.496, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:47:060, 359717551507,   23.516,   14.000, 4700,  45.789, 590.672, 164.075,  43.589, 539.123, 149.756, 59,  0,   1.633,  34.359,   9.544, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:47:174, 360149001605,   23.630,   14.000, 4700,  46.794, 595.996, 165.554,  44.493, 544.185, 151.163, 58,  0,   1.612,  34.542,   9.595, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:47:281, 360554470807,   23.737,   17.000, 4700,  46.955, 601.017, 166.949,  44.649, 548.960, 152.489, 58,  0,   1.877,  34.743,   9.651, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:47:389, 360963963753,   23.845,   12.000, 4700,  39.279, 605.258, 168.127,  37.072, 552.963, 153.601, 59,  0,   1.585,  34.914,   9.698, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:47:496, 361369608197,   23.952,   14.000, 4700,  43.682, 609.931, 169.425,  41.476, 557.400, 154.833, 58,  0,   1.631,  35.088,   9.747, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:47:611, 361804522857,   24.066,   14.000, 4700,  40.814, 614.612, 170.726,  38.802, 561.850, 156.069, 58,  0,   1.648,  35.277,   9.799, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:47:740, 362295681446,   24.196,   11.000, 4700,  34.271, 619.051, 171.959,  31.967, 565.991, 157.220, 57,  0,   1.566,  35.480,   9.856, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:47:824, 362613916157,   24.280,   10.000, 4700,  32.084, 621.744, 172.707,  29.788, 568.491, 157.914, 56,  0,   1.535,  35.609,   9.891, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:47:940, 363054928645,   24.396,   23.000, 4700,  45.430, 627.027, 174.174,  43.459, 573.545, 159.318, 59,  0,   1.855,  35.825,   9.951, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:48:044, 363448556923,   24.500,   13.000, 4700,  39.867, 631.166, 175.324,  37.348, 577.422, 160.395, 50,  0,   1.781,  36.010,  10.003, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:48:158, 363877760237,   24.613,    7.000, 4700,  27.554, 634.284, 176.190,  25.363, 580.292, 161.192, 59,  0,   1.743,  36.207,  10.057, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:48:267, 364294295751,   24.723,    8.000, 4700,  27.592, 637.315, 177.032,  25.330, 583.075, 161.965, 49,  0,   1.851,  36.410,  10.114, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:48:373, 364695459663,   24.829,   27.000, 4700,  52.682, 642.889, 178.580,  50.308, 588.397, 163.444, 49,  0,   1.963,  36.618,  10.172, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:48:485, 365119136400,   24.940,   36.000, 4700,  73.771, 651.131, 180.870,  71.701, 596.408, 165.669, 60,  0,   2.704,  36.920,  10.256, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:48:594, 365534115881,   25.050,   20.000, 4700,  47.148, 656.291, 182.303,  44.423, 601.270, 167.019, 49,  0,   2.301,  37.172,  10.326, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:48:699, 365931650007,   25.155,   13.000, 4700,  40.966, 660.585, 183.496,  38.626, 605.319, 168.144, 59,  0,   2.000,  37.382,  10.384, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:48:810, 366351332907,   25.265,    9.000, 4700,  28.307, 663.718, 184.366,  26.449, 608.246, 168.957, 49,  0,   1.818,  37.583,  10.440, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:48:924, 366782287885,   25.379,   59.000, 4700,  65.923, 671.210, 186.447,  63.186, 615.427, 170.952, 61,  0,   3.124,  37.938,  10.538, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:49:028, 367179169815,   25.484,   74.000, 4700, 103.980, 682.093, 189.470, 100.482, 625.944, 173.873, 62,  0,   4.501,  38.409,  10.669, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:49:137, 367591622183,   25.592,   43.000, 4700,  77.415, 690.514, 191.809,  75.093, 634.112, 176.142, 61,  0,   3.802,  38.822,  10.784, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:49:252, 368026206325,   25.707,   51.000, 4700,  93.868, 701.271, 194.798,  90.444, 644.477, 179.021, 63,  0,   4.060,  39.288,  10.913, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:49:356, 368423947808,   25.812,   24.000, 4700,  55.324, 707.074, 196.410,  52.886, 650.024, 180.562, 62,  0,   2.726,  39.574,  10.993, 250.000, 250.000, 311.000,   0.000,   0.000
22:07:49:469, 368851147433,   25.925,   33.000, 4700,  70.556, 715.023, 198.618,  67.661, 657.647, 182.680, 57,  0,   2.865,  39.896,  11.082, 250.000, 250.000, 311.000,   0.000,   0.000
