"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"22:05:38:875","473074563530","  19.868","  24.796"," 3415"," 1800"," 3600"," 3802","  21.696"," 488.189"," 135.608","  16.796"," 393.490"," 109.303"," 94","0"," 86"," 94","   1.201","  35.928","   9.980","  45.000","    0","    0"
"22:05:38:895","473132909482","  19.888","  60.079"," 2908"," 1200"," 3600"," 3283","  28.097"," 488.754"," 135.765","  23.179"," 393.955"," 109.432"," 94","0"," 86"," 95","   2.257","  35.973","   9.993","  45.000","    0","    0"
"22:05:38:915","473191120098","  19.908","  36.100"," 2995"," 1200"," 3700"," 3394","  21.348"," 489.181"," 135.884","  16.178"," 394.280"," 109.522"," 91","0"," 86"," 96","   1.370","  36.001","  10.000","  45.000","    0","    0"
"22:05:38:936","473252362820","  19.929","  20.216"," 3494"," 2000"," 3600"," 3900","  19.712"," 489.597"," 135.999","  15.122"," 394.599"," 109.611"," 93","0"," 84"," 93","   1.323","  36.029","  10.008","  45.000","    0","    0"
"22:05:38:956","473310753592","  19.950","  59.895"," 2678"," 1200"," 3600"," 3096","  24.275"," 490.085"," 136.135","  19.008"," 394.981"," 109.717"," 93","0"," 84"," 94","   1.633","  36.061","  10.017","  45.000","    0","    0"
"22:05:38:977","473369326155","  19.970","  18.561"," 3418"," 2000"," 3600"," 3786","  16.689"," 490.422"," 136.228","  12.056"," 395.224"," 109.784"," 91","0"," 83"," 93","   1.338","  36.088","  10.025","  45.000","    0","    0"
"22:05:38:997","473427940015","  19.990","  55.929"," 2565"," 1200"," 3600"," 2912","  19.378"," 490.813"," 136.337","  14.086"," 395.508"," 109.863"," 93","0"," 82"," 93","   1.548","  36.120","  10.033","  45.000","    0","    0"
"22:05:39:017","473486431998","  20.010","  36.655"," 3472"," 1900"," 3700"," 3847","  25.533"," 491.327"," 136.480","  20.485"," 395.921"," 109.978"," 94","0"," 84"," 96","   2.036","  36.161","  10.045","  45.000","    0","    0"
"22:05:39:037","473544778496","  20.030","  20.916"," 3250"," 1200"," 3700"," 3619","  18.582"," 491.701"," 136.584","  12.889"," 396.180"," 110.050"," 91","0"," 83"," 93","   1.103","  36.183","  10.051","  45.000","    0","    0"
"22:05:39:057","473603445566","  20.050","  67.929"," 2357"," 1200"," 3700"," 2682","  22.158"," 492.148"," 136.708","  17.535"," 396.534"," 110.148"," 90","0"," 83"," 94","   2.015","  36.224","  10.062","  45.000","    0","    0"
"22:05:39:077","473661701780","  20.070","  16.935"," 3511"," 2200"," 3700"," 3900","  19.533"," 492.540"," 136.817","  14.531"," 396.826"," 110.229"," 91","0"," 83"," 93","   1.181","  36.247","  10.069","  45.000","    0","    0"
"22:05:39:097","473719827609","  20.090","  54.508"," 2575"," 1200"," 3600"," 2881","  20.428"," 492.949"," 136.930","  15.329"," 397.132"," 110.315"," 92","0"," 82"," 93","   1.433","  36.276","  10.077","  45.000","    0","    0"
"22:05:39:117","473778204535","  20.111","  21.928"," 3222"," 1200"," 3700"," 3593","  17.586"," 493.302"," 137.028","  12.755"," 397.389"," 110.386"," 91","0"," 83"," 92","   1.230","  36.301","  10.084","  45.000","    0","    0"
"22:05:39:138","473836530903","  20.131","  31.568"," 3459"," 2200"," 3500"," 3884","  23.436"," 493.773"," 137.159","  18.841"," 397.767"," 110.491"," 91","0"," 83"," 92","   1.665","  36.334","  10.093","  45.000","    0","    0"
"22:05:39:158","473896566162","  20.151","  50.283"," 2358"," 1200"," 3600"," 2723","  18.272"," 494.151"," 137.264","  12.421"," 398.024"," 110.562"," 90","0"," 83"," 93","   1.515","  36.365","  10.102","  45.000","    0","    0"
"22:05:39:178","473955007624","  20.171","  22.489"," 3465"," 2100"," 3600"," 3854","  19.759"," 494.549"," 137.375","  14.882"," 398.324"," 110.645"," 91","0"," 82"," 92","   1.513","  36.396","  10.110","  45.000","    0","    0"
"22:05:39:198","474013269684","  20.191","  65.871"," 3126"," 1200"," 3600"," 3489","  29.248"," 495.135"," 137.538","  23.967"," 398.804"," 110.779"," 93","0"," 82"," 94","   1.968","  36.435","  10.121","  45.000","    0","    0"
"22:05:39:219","474071932404","  20.212","  52.044"," 3255"," 1300"," 3700"," 3644","  30.257"," 495.747"," 137.707","  25.232"," 399.314"," 110.921"," 93","0"," 87"," 96","   2.493","  36.486","  10.135","  45.000","    0","    0"
"22:05:39:239","474130737878","  20.232","  30.948"," 3167"," 1200"," 3700"," 3544","  20.831"," 496.168"," 137.825","  16.050"," 399.639"," 111.011"," 93","0"," 83"," 93","   1.501","  36.516","  10.143","  45.000","    0","    0"
"22:05:39:259","474188870101","  20.252","  62.381"," 3047"," 1200"," 3600"," 3464","  27.155"," 496.712"," 137.976","  22.209"," 400.084"," 111.134"," 92","0"," 87"," 96","   1.820","  36.553","  10.153","  45.000","    0","    0"
"22:05:39:279","474247099234","  20.272","  19.524"," 3466"," 2100"," 3600"," 3856","  20.324"," 497.120"," 138.089","  14.970"," 400.384"," 111.218"," 91","0"," 83"," 93","   1.193","  36.576","  10.160","  45.000","    0","    0"
"22:05:39:299","474305766770","  20.292","  40.303"," 3278"," 1200"," 3600"," 3602","  25.266"," 497.630"," 138.231","  19.747"," 400.783"," 111.329"," 92","0"," 84"," 93","   1.713","  36.611","  10.170","  45.000","    0","    0"
"22:05:39:320","474365890865","  20.313","  16.507"," 3486"," 2500"," 3600"," 3871","  17.614"," 497.995"," 138.332","  13.095"," 401.054"," 111.404"," 89","0"," 84"," 92","   1.100","  36.634","  10.176","  45.000","    0","    0"
"22:05:39:341","474428592950","  20.334","  34.707"," 3488"," 2700"," 3600"," 3900","  25.885"," 498.554"," 138.487","  20.811"," 401.503"," 111.529"," 93","0"," 83"," 93","   1.942","  36.676","  10.188","  45.000","    0","    0"
"22:05:39:361","474486808859","  20.355","  36.256"," 3492"," 3400"," 3500"," 3900","  27.584"," 499.107"," 138.641","  22.695"," 401.958"," 111.655"," 93","0"," 83"," 94","   1.672","  36.709","  10.197","  45.000","    0","    0"
"22:05:39:384","474550963751","  20.377","  24.116"," 3506"," 2600"," 3600"," 3900","  22.025"," 499.593"," 138.776","  16.455"," 402.322"," 111.756"," 90","0"," 84"," 95","   1.649","  36.746","  10.207","  45.000","    0","    0"
"22:05:39:404","474609052362","  20.397","  24.980"," 3427"," 2100"," 3500"," 3863","  20.785"," 500.009"," 138.891","  16.050"," 402.643"," 111.845"," 90","0"," 83"," 92","   1.397","  36.774","  10.215","  45.000","    0","    0"
"22:05:39:424","474667539450","  20.417","  19.024"," 3484"," 2500"," 3600"," 3866","  20.007"," 500.412"," 139.003","  15.195"," 402.949"," 111.930"," 92","0"," 82"," 93","   1.339","  36.801","  10.222","  45.000","    0","    0"
"22:05:39:445","474729991644","  20.438","  24.960"," 3369"," 1500"," 3600"," 3826","  22.915"," 500.905"," 139.140","  17.224"," 403.319"," 112.033"," 91","0"," 82"," 92","   1.481","  36.833","  10.231","  45.000","    0","    0"
"22:05:39:467","474793253344","  20.460","  16.486"," 3390"," 2000"," 3500"," 3824","  16.797"," 501.271"," 139.242","  12.877"," 403.600"," 112.111"," 91","0"," 82"," 91","   0.919","  36.853","  10.237","  45.000","    0","    0"
"22:05:39:487","474851681237","  20.480","  28.393"," 3468"," 2300"," 3700"," 3877","  24.921"," 501.772"," 139.381","  18.705"," 403.976"," 112.216"," 90","0"," 83"," 92","   1.638","  36.885","  10.246","  45.000","    0","    0"
"22:05:39:507","474910188178","  20.500","  22.446"," 3459"," 1600"," 3700"," 3822","  21.146"," 502.198"," 139.499","  16.265"," 404.304"," 112.307"," 89","0"," 83"," 93","   1.306","  36.912","  10.253","  45.000","    0","    0"
"22:05:39:527","474968547811","  20.520","  24.113"," 3437"," 2000"," 3600"," 3855","  21.552"," 502.631"," 139.620","  16.647"," 404.638"," 112.400"," 92","0"," 82"," 92","   1.537","  36.943","  10.262","  45.000","    0","    0"
"22:05:39:547","475026796920","  20.540","  66.638"," 2978"," 1200"," 3600"," 3366","  27.219"," 503.177"," 139.771","  22.216"," 405.084"," 112.523"," 92","0"," 82"," 95","   1.978","  36.982","  10.273","  45.000","    0","    0"
"22:05:39:567","475084932619","  20.561","  30.725"," 3172"," 1200"," 3600"," 3573","  19.781"," 503.573"," 139.881","  14.455"," 405.373"," 112.604"," 89","0"," 83"," 94","   1.399","  37.010","  10.281","  45.000","    0","    0"
"22:05:39:589","475146861235","  20.582","  24.924"," 2580"," 1200"," 3600"," 2840","  15.744"," 503.909"," 139.975","  11.320"," 405.615"," 112.671"," 87","0"," 81"," 90","   0.990","  37.031","  10.287","  45.000","    0","    0"
"22:05:39:609","475205267883","  20.602","  65.396"," 3022"," 1200"," 3600"," 3467","  28.799"," 504.488"," 140.136","  23.604"," 406.089"," 112.803"," 91","0"," 81"," 92","   2.385","  37.079","  10.300","  45.000","    0","    0"
"22:05:39:629","475263412975","  20.622","  17.517"," 3493"," 2400"," 3600"," 3863","  17.549"," 504.839"," 140.233","  12.907"," 406.348"," 112.874"," 90","0"," 82"," 91","   1.158","  37.103","  10.306","  45.000","    0","    0"
"22:05:39:649","475321726521","  20.642","  66.002"," 3356"," 1200"," 3600"," 3797","  30.426"," 505.450"," 140.403","  26.006"," 406.870"," 113.019"," 94","0"," 83"," 94","   2.134","  37.146","  10.318","  45.000","    0","    0"
"22:05:39:669","475380316945","  20.662","  29.710"," 3506"," 2400"," 3700"," 3891","  23.932"," 505.933"," 140.537","  17.029"," 407.214"," 113.115"," 91","0"," 84"," 96","   1.591","  37.178","  10.327","  45.000","    0","    0"
"22:05:39:689","475438398841","  20.682","  32.194"," 2749"," 1200"," 3600"," 3095","  18.801"," 506.309"," 140.641","  13.867"," 407.491"," 113.192"," 91","0"," 82"," 92","   1.395","  37.206","  10.335","  45.000","    0","    0"
"22:05:39:709","475496533166","  20.702","  67.074"," 2881"," 1200"," 3600"," 3256","  26.208"," 506.834"," 140.787","  21.193"," 407.915"," 113.310"," 91","0"," 84"," 95","   1.835","  37.242","  10.345","  45.000","    0","    0"
"22:05:39:731","475560585982","  20.724","  17.168"," 3477"," 2200"," 3600"," 3851","  19.368"," 507.261"," 140.906","  14.315"," 408.231"," 113.397"," 90","0"," 84"," 94","   1.184","  37.268","  10.352","  45.000","    0","    0"
"22:05:39:751","475619029000","  20.744","  76.037"," 2977"," 1200"," 3500"," 3372","  28.244"," 507.829"," 141.064","  23.152"," 408.697"," 113.527"," 94","0"," 82"," 94","   1.956","  37.308","  10.363","  45.000","    0","    0"
"22:05:39:771","475677638095","  20.765","  26.707"," 3456"," 1500"," 3700"," 3882","  23.598"," 508.306"," 141.196","  18.883"," 409.078"," 113.633"," 92","0"," 85"," 95","   1.851","  37.345","  10.374","  45.000","    0","    0"
"22:05:39:792","475736170540","  20.785","  36.881"," 3011"," 1200"," 3600"," 3346","  21.400"," 508.737"," 141.316","  16.367"," 409.408"," 113.724"," 92","0"," 82"," 92","   1.317","  37.372","  10.381","  45.000","    0","    0"
"22:05:39:812","475794515093","  20.805","  47.406"," 3373"," 1200"," 3700"," 3764","  29.480"," 509.329"," 141.480","  25.114"," 409.912"," 113.865"," 93","0"," 85"," 94","   1.820","  37.408","  10.391","  45.000","    0","    0"
"22:05:39:833","475856493382","  20.826","  19.174"," 3448"," 2300"," 3600"," 3879","  20.179"," 509.760"," 141.600","  13.896"," 410.209"," 113.947"," 89","0"," 83"," 93","   1.278","  37.435","  10.399","  45.000","    0","    0"
"22:05:39:854","475916726980","  20.847","  43.084"," 3477"," 1200"," 3500"," 3887","  32.616"," 510.437"," 141.788","  27.973"," 410.789"," 114.108"," 97","0"," 83"," 97","   2.713","  37.492","  10.414","  45.000","    0","    0"
"22:05:39:875","475978148175","  20.868","  16.322"," 3023"," 1800"," 3600"," 3198","  13.349"," 510.719"," 141.866","   8.011"," 410.959"," 114.155"," 87","0"," 83"," 97","   1.206","  37.517","  10.421","  45.000","    0","    0"
"22:05:39:895","476036244539","  20.888","  57.639"," 2635"," 1200"," 3400"," 2664","  17.378"," 511.067"," 141.963","  13.723"," 411.233"," 114.231"," 90","0"," 82"," 90","   1.690","  37.551","  10.431","  45.000","    0","    0"
"22:05:39:915","476094400150","  20.908","  55.020"," 3369"," 1600"," 3600"," 3551","  32.962"," 511.727"," 142.146","  26.004"," 411.754"," 114.376"," 94","0"," 85"," 94","   2.176","  37.595","  10.443","  45.000","    0","    0"
"22:05:39:935","476153043939","  20.928","  34.603"," 3501"," 3400"," 3600"," 3900","  27.755"," 512.287"," 142.302","  22.759"," 412.214"," 114.504"," 93","0"," 87"," 95","   1.807","  37.631","  10.453","  45.000","    0","    0"
"22:05:39:955","476211310134","  20.948","  79.917"," 3492"," 3400"," 3600"," 3900","  38.469"," 513.059"," 142.516","  33.231"," 412.880"," 114.689"," 98","0"," 88"," 98","   2.811","  37.688","  10.469","  45.000","    0","    0"
"22:05:39:975","476269544522","  20.968","  35.631"," 3522"," 3400"," 3700"," 3900","  28.434"," 513.629"," 142.675","  23.287"," 413.347"," 114.819"," 94","0"," 87"," 98","   1.914","  37.726","  10.479","  45.000","    0","    0"
"22:05:39:997","476332221493","  20.990","  56.553"," 3497"," 3400"," 3600"," 3900","  30.841"," 514.295"," 142.860","  26.823"," 413.926"," 114.980"," 96","0"," 88"," 96","   2.047","  37.770","  10.492","  45.000","    0","    0"
"22:05:40:017","476390594551","  21.010","  39.078"," 3517"," 3400"," 3600"," 3900","  28.779"," 514.873"," 143.020","  23.165"," 414.392"," 115.109"," 95","0"," 88"," 97","   2.050","  37.811","  10.503","  45.000","    0","    0"
"22:05:40:037","476448839664","  21.030","  34.968"," 3505"," 3400"," 3600"," 3900","  27.860"," 515.432"," 143.176","  21.357"," 414.820"," 115.228"," 93","0"," 86"," 96","   1.890","  37.849","  10.514","  45.000","    0","    0"
"22:05:40:059","476511474418","  21.052","  52.941"," 3492"," 3400"," 3500"," 3900","  34.632"," 516.179"," 143.383","  30.596"," 415.480"," 115.411"," 99","0"," 88"," 99","   2.046","  37.893","  10.526","  45.000","    0","    0"
"22:05:40:081","476575131185","  21.074","  49.841"," 3500"," 3100"," 3700"," 3900","  34.630"," 516.938"," 143.594","  29.005"," 416.116"," 115.588","100","0"," 92","100","   2.470","  37.948","  10.541","  45.000","    0","    0"
"22:05:40:101","476633341057","  21.094","  55.151"," 3492"," 2800"," 3600"," 3900","  34.846"," 517.637"," 143.788","  30.212"," 416.721"," 115.756"," 98","0"," 91","100","   2.555","  37.999","  10.555","  45.000","    0","    0"
"22:05:40:122","476695137652","  21.115","  25.866"," 3496"," 2300"," 3700"," 3858","  22.817"," 518.122"," 143.923","  17.470"," 417.093"," 115.859"," 93","0"," 86"," 98","   1.434","  38.029","  10.564","  45.000","    0","    0"
"22:05:40:142","476753340373","  21.135","  37.674"," 3458"," 2100"," 3600"," 3864","  26.409"," 518.651"," 144.070","  21.960"," 417.533"," 115.981"," 97","0"," 85"," 97","   1.751","  38.064","  10.573","  45.000","    0","    0"
"22:05:40:163","476815340785","  21.156","  24.621"," 3472"," 2200"," 3500"," 3892","  23.634"," 519.156"," 144.210","  17.759"," 417.913"," 116.087"," 93","0"," 84"," 97","   1.478","  38.096","  10.582","  45.000","    0","    0"
"22:05:40:185","476878992841","  21.178","  18.960"," 3482"," 1900"," 3700"," 3848","  20.937"," 519.615"," 144.337","  15.683"," 418.256"," 116.182"," 92","0"," 84"," 94","   1.275","  38.124","  10.590","  45.000","    0","    0"
"22:05:40:205","476937308512","  21.198","  13.682"," 3430"," 2200"," 3600"," 3837","  16.568"," 519.948"," 144.430","  11.921"," 418.496"," 116.249"," 90","0"," 83"," 92","   0.948","  38.143","  10.595","  45.000","    0","    0"
"22:05:40:225","476995538627","  21.218","  13.923"," 3466"," 2300"," 3600"," 3853","  18.276"," 520.314"," 144.532","  13.207"," 418.760"," 116.322"," 88","0"," 83"," 93","   1.074","  38.164","  10.601","  45.000","    0","    0"
"22:05:40:245","477053878842","  21.239","  32.658"," 3270"," 1200"," 3700"," 3704","  23.880"," 520.794"," 144.665","  18.888"," 419.140"," 116.428"," 92","0"," 83"," 92","   1.808","  38.201","  10.611","  45.000","    0","    0"
"22:05:40:267","477116548799","  21.260","  25.170"," 3452"," 1600"," 3700"," 3829","  20.751"," 521.242"," 144.789","  15.745"," 419.480"," 116.522"," 91","0"," 84"," 94","   1.476","  38.233","  10.620","  45.000","    0","    0"
"22:05:40:287","477174705128","  21.280","  20.230"," 3184"," 1200"," 3600"," 3558","  18.661"," 521.615"," 144.893","  13.745"," 419.755"," 116.599"," 91","0"," 83"," 92","   1.204","  38.257","  10.627","  45.000","    0","    0"
"22:05:40:307","477233015413","  21.300","  13.574"," 3399"," 2100"," 3500"," 3868","  17.205"," 521.961"," 144.989","  11.827"," 419.992"," 116.665"," 87","0"," 82"," 91","   1.006","  38.277","  10.632","  45.000","    0","    0"
"22:05:40:327","477291490478","  21.320","  18.589"," 3472"," 2300"," 3600"," 3877","  19.239"," 522.348"," 145.097","  14.386"," 420.282"," 116.745"," 91","0"," 82"," 91","   1.388","  38.305","  10.640","  45.000","    0","    0"
"22:05:40:347","477349820704","  21.340","  20.043"," 3469"," 1800"," 3600"," 3854","  17.876"," 522.707"," 145.196","  12.759"," 420.538"," 116.816"," 89","0"," 82"," 92","   1.285","  38.331","  10.647","  45.000","    0","    0"
"22:05:40:367","477408094193","  21.360","  13.476"," 3432"," 2200"," 3600"," 3852","  16.224"," 523.033"," 145.287","  11.479"," 420.769"," 116.880"," 88","0"," 81"," 90","   0.955","  38.350","  10.653","  45.000","    0","    0"
"22:05:40:389","477471258926","  21.382","  16.216"," 3463"," 2100"," 3600"," 3823","  17.984"," 523.424"," 145.396","  12.894"," 421.049"," 116.958"," 89","0"," 81"," 91","   1.083","  38.373","  10.659","  45.000","    0","    0"
"22:05:40:409","477529605299","  21.402","  26.168"," 3473"," 2300"," 3600"," 3865","  23.616"," 523.898"," 145.527","  18.588"," 421.423"," 117.062"," 89","0"," 82"," 92","   1.583","  38.405","  10.668","  45.000","    0","    0"
"22:05:40:429","477587903952","  21.422","  15.840"," 3439"," 2100"," 3600"," 3828","  17.494"," 524.250"," 145.625","  12.547"," 421.675"," 117.132"," 88","0"," 81"," 92","   1.067","  38.427","  10.674","  45.000","    0","    0"
"22:05:40:449","477646239692","  21.442","  21.765"," 3468"," 2200"," 3600"," 3860","  20.059"," 524.653"," 145.737","  15.010"," 421.976"," 117.216"," 90","0"," 81"," 91","   1.537","  38.458","  10.683","  45.000","    0","    0"
"22:05:40:470","477704682637","  21.463","  20.438"," 3461"," 2000"," 3600"," 3831","  19.355"," 525.042"," 145.845","  14.542"," 422.269"," 117.297"," 89","0"," 82"," 90","   1.149","  38.481","  10.689","  45.000","    0","    0"
